title,text
Ode to Mother Nature,"
In the service of its majesty- art,
I am flying on the wings of verses,
From heart to heart of everyone,
Because each person's tear is the same color.
Green as a young leaf today,
I am holding on to my tree - mankind,
Tomorrow as a dead dry leaf -
Thorn away from my mother tree,
On the soft back of the wind I travel
From century to century, on the paths of eternity.
In the service of her majesty- poetry,
I voice myself in verses:
""Look at the enchanting face of Mother Nature, man!
Can't you see the pearly tear, half-lit
By the reflection of the heavenly dawn
On the face of Earth?
Its virgin face - lit by the aura of God's mercy -
Hiding behind the oblique veil of death.
Don't you understand, man,
That nature can go on without you,
But you can't go on without nature?""
In the service of her majesty- Mother Nature,
I seek shelter for my wounded heart in prayers,
Because greed not only destroys the soul of mankind,
But the heart of Mother Nature too,
In deserts, black, red and blue seas
There are dark towers rising,
Thrusting its fangs into the heart of nature.
Black streams flow through its silent chest,
Like poisoned blood.
There are no more songs left in Mother Nature's lap,
Only seductive murmurs of black streams of oil,
The silence of dried up wells,
And the echo of stock brokers,
Who do not care for the wind's accusing scream.
In the service of its majesty, the soul,
I solemnly declare to the world:
""Without Mother Nature,
My voice would become inaudible.
Imagination, so irrepressibly flowing
Into the white stream of my inebriated dreaming,
Would leave so little trace behind
As does an abandoned orphan;
Without Mother Nature, my wings-verses wouldn't be there
For me to travel from heart to heart of everyone."""
Old Redwood Tree,"
I watch the sunrise
Skies spread wide and bright, as the hiding night slowly slinks away.
From lofty, misty highs, my teary eyes see fog and vapour chased by morning's gaze.
Stale shadow covers shrink and disappear, 'til crisp, clean air
around me
lingers
as
I sway.
Together we are, breathing as one, feeding the world and fed by the sun, yet each tree we are -
one hand bound in earthy glove, and one held high and open – free.
My branches to the wind bend and shake; a thousand sails
sailing
daylight's
shoreless
lake.
I've seen beasts and mice and bugs play and live in the forest rug of leaves and mud and twigs
and dew that fall from me, and them, and you.
And I've seen endless plants grow up, and die; though none get so tall as I, the
Great old
redwood
tree.
And should sky's tired wings seek rest, my arms will stretch to meet them; leafy hands round all will bow til sun should rise again. Then, warm light gently through my fingers dapples, morning melodies ring out, and bid my buds to come to flower, gracefully, til
Comes the
autumn
hour
.



              From: 
                    21/11/10        






              Copyright ©: 
                    J S Coe        


"
On A Cyclamen,"
This fragrant plant from sunny Italy,
Plucked by our passing hand, was homeward brought:
Memorial of that favoured clime to be,
And minister sweet food to retrospective thought.
Unchecked in growth, it well repays our care,
Gladdening our cottage with its constant bloom:
By nature prompted, half the varied year;
The other,--gay in honour of its new--found home.
Thick bank, beneath a crumbled mass
Of ancient stone--work, by Piano's lake,
Thy fellows cluster yet, and they who pass
See yet their turbaned flowerets to the breezes shake.
The life of Nature's children, who can tell?
What grand old tales their history may hide,
How world--wide empires by them rose and fell,
Or Caesars trampled o'er them in their legioned pride?
Led by thy scent, perchance, some glorious morn,
Stopped the Cisalpine shepherd as he past,
Built his low hut beneath the sheltering thorn,
And in the doorway sitting, ate his mean repast.
Then a fair garland of his home's own flowers
Culled for the peasant girl he loved the best;
Worn in the first bright day of married hours,
Lapt soft between the hillocks of her panting breast.
So years went on:--that bank his children knew,
Loved the bright rosy tints thy bloom--cups shed,
Oft bathed their limbs in summer's freshest dew
In childhood's naked gambols on thy leafy bed.
Lo, other climes and ways await thee now:
Warm wrapt and weather--fenced our forms pass by:
Safe housed with sheltering glass above thee, thou
Amidst mock summers lift'st to Heaven thy laughing eye.
Play on, thou little fount of blameless joy,
Freshening our souls through many a weary time;
Gladdening the stately hours of high employ,--
As blest in Britain's mists, as erst in happier clime."
On A May Glory-A Welcome Song,"
O' sprite full Maia,come attire our lands with your boundless prize,
Of joyful swelling by the natures pleasing bloom,and green surprise;
To sprout a floral bedding round the yards and shades for worthy dales--
For birds to spin their adorned bowers over the dewy boughs and vales.
Hail! to you goddess--deck the forest's lingering beauty,thus come---
Let streams do flow across the thick and bushy meadows over your prime,
For hawthorn white and lilies to bud,and converse fragrance in air,
To wind down our minds with breezes blow,groovy lift's cools us lighter.
Mid mate of months---come and show your primeval splendor and glee---
While south is praising vintager's autumn, north's propitious spring do fly
And make the country lush with garden fruits, more sweetest scent's they spray
To Fill each rose with flavors long, for all the ardent grooms they pray
Come Glitter, glitter lusty rays,and sun is warm in moderate mood.
Behold! the coming of her's, bees gathered among the newly buds.
                                                             ­                             Nithin Purple



              From: 
                    Nithin Purple        






              Copyright ©: 
                    Nithin Purple        


"
On An Arctic Winter,"
Cynthia then holiness spread in arctic dews,
From lately month that it pinion'd the living world,
There did swell the mild and greenish meadows,
Winter anew with frozen gold of treasury wild.
Moonlit beam mixed with atmospheres frigid cry,
Earthy sister,wind release'd  and then lightly roam;
Mirth awakes  in  foliages and swing its glory,
Enclasp the misted night the cold,unwilling  fame.
whilst from vales,the fairly streams run copious flow,
And rivers there streaming nigh with half thawing ice,
Awaited season bearing her low steep'd clouds of snow,
Earth rob'd its unpleas'd visage 'gainst the wintery haze
Hazel's yield its wild outpouring charm afar the woods;
Its fragrance wander's from Floral eyes to forest streams,
Dimples the pearly drops, they around yonder dells,
And wets upon the clustery- mossy garden farms.
Numb as time,when cold was lagoons and icy yards,
And for those trees,its leaves went watery slumber,
Life hived round the hearth sides of affirming wards,
Where Winged warmth led all with daring number.



              From: 
                    Nithin Purple        






              Copyright ©: 
                    Nithin purple        


"
On An Insight On Grecian Spring,"
Blossomed Spring from enchanted year,
Now may long lipped magic weave,
when Fair Persephone's love, unwrap
As thus azur'd flowers's wide appear.
O' wake with the darling season!
where green bosomed earth will pine,
For butterfly wings and cuckoo's flap,
And tame their consort's to the boon.
West wind adrift from Dorian dells,
And bliss as whose ascended harmony ,
Beguiled scent's among posy bands;
With murm'ring delight as they lolls.
And the blue skyward they did stretch;
Seen a train of Oscine's uprise,
Therein they tweets,and slides afield,
To that moss-bloomed wilder couch.
Lo' golden harvest's round many beech,
With sweet-lushest fruits and overjoy,
From clusters of tiny yellow flowers,
With sassafras trees brighten much.
Panting multitudes; bestir!
The enthusiast obeys this clime!
Yet sun with its moderate glance,
And flow'd a narrow brooklet fair.
Cyclamens in her tints of pink,
Bloom'd on the peaks of Meteora,
And lilies sprung from Olympus,
With yellow starlike daisies blink.
Nature has embellish rare as may
Its dew-gemm'd primroses glitter'd up,
To show pride for each budding weed,
Since from skies nought a ray dismay
T'is the ancient sculptured high-land,
Of flowers and long- age heritage;
which decorates fields and plateaus;
The steep mountains of peaceful land.
Woodland sedges outgrowing beneath,
Where Grasshopper's find frisky time,
which keen to that syrupy spring,
As Greece bows the grandeur of Earth.
Look yon paradise;glides Athenian aura
Its well seen beauty as from golden car descent,
Whose spells did charm and bliss those outstretched flora-
Are Inspir'd by winds,with pleasures, too pleasant.
Thence Fair Arcadian pines grown,
Being nursed by some glory mists;
of  argent fumes,the trees they drown
Are such by year's balmy effects.
Life's renewal came and pacey flown
As spark's that roused eager jets,
Those spirits by clear morning grown;
encompasses the extend'd spots.
Yet deep beauty,still more to sooth
To mingled earth we humble lay-
Will,ward off infectious dearth,
And pensive dirge no more to may
Oft when Peace its soft passion glee,
sensible to every birth,triumph-
And smooth revival on pastures see-
Is graced as from a deity nymph.
Glad brooms and blue-bells are they,these-
Ha! Countless violet-color'd fancy weft
Awhile this queering heart once ease
Him,Whose eyes see happy aloft?
Goddess, let lush,laughter this way-
In me thus soft a concord make
From this world’s yelling sway;
Let bursting buds they wake- awake
If duskiness awhile it fade
Aye,there joyous wings shall mature
In me, Spring if then rosy-clad
Sweet reflects this song from my musing lyre.



              From: 
                    Nithin Purple        






              Copyright ©: 
                    Nithin Purple        


"
One single rose,"
One single rose
all alone
poised and elegant
ready for the sun
glowing while blossoming
tender while growing
slowly petal's fall
and roses are no more"
Out Among the Big Things,"
Out among the big things -
The mountains and the plains -
An hour ain't important,
Nor are the hour's gains;
The feller in the city
Is hurried night and day,
But out among the big things
He learns the calmer way.
Out among the big things -
The skies that never end -
To lose a day ain't nothin',
The days are here to spend;
So why not give 'em freely,
Enjoyin' as we go?
I somehow can't help thinkin'
The good Lord means life so.
Out among the big things -
The heights that gleam afar -
A feller gets to wonder
What means each distant star;
He may not get an answer,
But somehow, every night
He feels, among the big things,
That everything's all right."
Over The Hill From The Poor-House,"
I, who was always counted, they say,
Rather a bad stick any way,
Splintered all over with dodges and tricks,
Known as ""the worst of the Deacon's six;""
I, the truant, saucy and bold,
The one black sheep in my father's fold,
""Once on a time,"" as the stories say,
Went over the hill on a winter's day--
Over the hill to the poor-house.
Tom could save what twenty could earn;
But givin' was somethin' he ne'er would learn;
Isaac could half o' the Scriptur's speak--
Committed a hundred verses a week;
Never forgot, an' never slipped;
But ""Honor thy father and mother"" he skipped;
So _over the hill to the poor-house._
As for Susan, her heart was kind
An' good--what there was of it, mind;
Nothin' too big, an' nothin' too nice,
Nothin' she wouldn't sacrifice
For one she loved; an' that 'ere one
Was herself, when all was said an' done.
An' Charley an' 'Becca meant well, no doubt,
But any one could pull 'em about;
An' all o' our folks ranked well, you see,
Save one poor fellow, and that was me;
An' when, one dark an' rainy night,
A neighbor's horse went out o' sight,
They hitched on me, as the guilty chap
That carried one end o' the halter-strap.
An' I think, myself, that view of the case
Wasn't altogether out o' place;
My mother denied it, as mothers do,
But I am inclined to believe 'twas true.
Though for me one thing might be said--
That I, as well as the horse, was led;
And the worst of whisky spurred me on,
Or else the deed would have never been done.
But the keenest grief I ever felt
Was when my mother beside me knelt,
An' cried an' prayed, till I melted down,
As I wouldn't for half the horses in town.
I kissed her fondly, then an' there,
An' swore henceforth to be honest and square.
I served my sentence--a bitter pill
Some fellows should take who never will;
And then I decided to go ""out West,""
Concludin' 'twould suit my health the best;
Where, how I prospered, I never could tell,
But Fortune seemed to like we [me] well,
An' somehow every vein I struck
Was always bubblin' over with luck.
An', better than that, I was steady an' true,
An' put my good resolutions through.
But I wrote to a trusty old neighbor, an' said,
""You tell 'em, old fellow, that I am dead,
An' died a Christian; 'twill please 'em more,
Than if I had lived the same as before.""
But when this neighbor he wrote to me,
""Your mother's in the poor-house,"" says he,
I had a resurrection straightway,
An' started for her that very day.
And when I arrived where I was grown,
I took good care that I shouldn't be known;
But I bought the old cottage, through and through,
Of some one Charley had sold it to;
And held back neither work nor gold,
To fix it up as it was of old.
The same big fire-place wide an' high,
Flung up its cinders toward the sky;
The old clock ticked on the corner-shelf--
I wound it an' set it agoin' myself;
An' if every thing wasn't just the same,
Neither I nor money was to blame;
Then--_over the hill to the poor-house!_
One blowin', blusterin' winter's day,
With a team an' cutter I started away;
My fiery nags was as black as coal;
(They some'at resembled the horse I stole);
I hitched, an' entered the poor-house door--
A poor old woman was scrubbin' the floor;
She rose to her feet in great surprise,
And looked, quite startled, into my eyes;
I saw the whole of her trouble's trace
In the lines that marred her dear old face;
""Mother!"" I shouted, ""your sorrows is done!
You're adopted along o' your horse-thief son,
Come _over the hill from the poor-house!""_
She didn't faint; she knelt by my side,
An' thanked the Lord, till I fairly cried.
An' maybe our ride wasn't pleasant an' gay,
An' maybe she wasn't wrapped up that day;
An' maybe our cottage wasn't warm an' bright,
An' maybe it wasn't a pleasant sight,
To see her a-gettin' the evenin's tea,
An' frequently stoppin' and kissin' me;
An' maybe we didn't live happy for years,
In spite of my brothers' and sisters' sneers,
Who often said, as I have heard,
That they wouldn't own a prison-bird;
(Though they're gettin' over that, I guess,
For all of 'em owe me more or less);
But I've learned one thing; an' it cheers a man
In always a-doin' the best he can;
That whether, on the big book, a blot
Gets over a fellow's name or not,
Whenever he does a deed that's white,
It's credited to him fair and right.
An' when you hear the great bugle's notes,
An' the Lord divides his sheep an' goats;
However they may settle my case,
Wherever they may fix my place,
My good old Christian mother, you'll see,
Will be sure to stand right up for me,
With _over the hill from the poor-house._"
Pollution,"
Hazy misty are the mirrors,
That once did shine with glares,
And reflected the images clear,
The same now disfigure the humanity.
The roses that glowed dancingly,
Are dull, yellow colour prevails them all,
They are decaying, fading, withering.
And the trees bend feeling troublesome,
Agonizing pain in their backbones.
The spheres are obscure, dusty,
Ashes blur the face of the Moon,
The earth trembles on emerging,
Appearing, awful erratic incidents,
Which contaminate the blue seas.
The waves rise with the feeble move,
The smoke devours the airs clean,
The awakened eyes are depressed,
And dissuade all on seeing the tragedy,
Being performed on the stage.



              From: 
                    Shahida Latif        


"
Poor flowers in the flower beds of manicured gardens,"
Poor flowers in the flower beds of manicured gardens.
They look like they’re afraid of the police…
But they’re so true that they bloom in the same way
And have the same ancient coloring
They had in their wild state for the first gaze of the first man,
Who was startled by the sight of them and touched them lightly
So that he would see them with his fingers too."
poui,"
pale yellow blooms under a silver tree
out of a legend that we do not know
this warm reminder with its pallid glow
absent all anger absent too all glee
for a short season we absorb the show
pale yellow blooms under a silver tree
so magic fills the air and what we see
is all the ground covered in golden snow
a lovely moment if we let it be
pale yellow blooms under a silver tree"
Prends soin mon amour de la beauté du monde,"
Prends soin mon amour de la beauté du monde
Des sourires et des vents, de l’inconnu qui passe,
Des buddhas et des arbres, des familles et du temps,
De la femme à genoux qui sourit ou trépasse,
Des libertés sereines et des textes d’antan.
Prends soin mon amour de la beauté des choses
De la cruche ébréchée au tableau des Flamands,
De ces bois et des cuirs, des bijoux, des horloges,
Des parquets vernissés aux velours chatoyants,
Des écrins à lumières comme un Palais des Doges.
Prends soin mon amour de la beauté des êtres
De l’enfant tout soleil qui s’envole ou transgresse,
Des mains parcheminées et des bébés à naître,
De la femme d’à côté aux regards de princesse.
Et n’oublie pas mon cœur qui bat à tes fenêtres.
Prends soin mon amour de la beauté des âmes
Des chemins inventés par poètes enivrés,
Des émotions farouches à la larme oubliée.
Ouvre-toi aux amours, sois le vent dans la tour,
Virevolte et sois fou au-delà des toujours…
Prends soin mon amour de la beauté des heures
Des cigales alanguies aux hivers rougeoyants,
De tous nos matins tendres aux gris de tourterelles
Aux couchants miroitants quand le jour bat de l’aile,
Jusqu’à notre heure exquise, quand tu deviens l’amant.



              From: 
                    Sabine Aussenac        






              Copyright ©: 
                    00046063        


"
Progress,"
Who have killed all the glowworms,
Behind whom we ran to catch,
And they flew like lowering stars,
Scattering lights all around? 
Where have gone the nightingales,
That sang while cherishing the berries,
Their melodies were much sweeter to the mind,
Than the jumbled music of the modern times? 
Where have gone the cooing doves,
And the chirping sparrows that awoke us all,
Before the sunrise they departed to seek,
Their fate in the shape of scattered grain? 
Why the tasseled prime rose blossoms not,
On the other edge of the flowing stream,
Where now stinking substance creeps?
Here were the farms where the children ran,
After the butterflies: the flying, floating dreams.
How seedily numerous homes are built,
And how sooner men came close to men,
In the same so-called community? 
But all suffer and sigh,
Groan and moan individually alone,
No one inquires after the ailing patients,
Tossing unaided on the death beds,
And reluctantly are followed the coffins.



              From: 
                    Shahida Latif        


"
Progress ,"
The folk of my village
Have progressed,
They have made the houses,
On the imported designs,
Much more sophisticated
Than the older ones,
Made of mud and stones,
With very low walls,
Over which the neighbourers
Could pass the saucers
To share the meal.
Now motors hum
Through the streets
Where voices of animals
Goats and sheep
Cows, Bulls and buffalos,
Milk being churned were heard. 
Men and women have changed
But the seasons come and go,
On the previous modes,
Spring and Monsoon sojourn
On the meadows
Fragrant grass grow,
Wild trees blossom, dew falls
And rains pour down
To give them wash,
And they sway in the sun
When the wind blows,
But no animal is seen
To graze the green objects,
No shepherd moves around,
With a rotator to twist strands,
Of fiber into the double cord
Spun to weave the cots.
Older women are not seen
With the mowers or scythes,
Or going to the homes, at noon
Bending backs with loads
Of stuffed sacks of green grass,
To feed the awaiting stock at home,
In consequence the nation drinks,
Milk of chemical contents. 



              From: 
                    Muhammad Shanazar        


"
Quest,"
Give me a cloak, a bow and a horse
To guide me through these lands;
Give me a star, a hope and of course,
A sword to hold in hand!
Whisper my name, O rushing wind,
And tell me where I should go.
Lead me out of this clattering din,
And take me to the tranquil of the woods.
Let me hear the first birds sing
In the rising dawn.
Let me drink the sweet dewdrops
In that pure new morn.
Let me feel the tender grass
Wet beneath my bare feet;
Let me listen to the secrets
The trees say when we meet.
Let me play a cheery tune
And sing a song forgotten;
Let me dance in the light of the moon,
Then travel to lands untrodden.
Now let me ride over vast wide plains,
With my steed so sure and swift -
Let me ride! In sun or rain;
Let me feel my spirits lift.
Let me feel the wind through me,
Let me draw comfort.
Let me laugh as I once did, wild and free,
Clinging onto nothing for support.
The sweet rain falls, hail, my sister!
Wash away the memories of yesterday,
Fall on my parched face, and whisper:
Look only to today.
O gentle wind, what did you say?
Your voice is silent, yet pitying,
And I see now that it is day -
And all was just a dream.
Now I stand beneath the forests' eaves,
And listen to them beckoning to me;
Those dewdrops and those birds and leaves;
But I will let them be.
I look over the untamed plains,
And feel a sting in my heart.
I'll not ride them yet, in shine or rain,
For my destiny dwells apart.
And laughter is but a memory...
And songs are ne'er sung.
Tears are all that tarry,
And today has never begun.
For duty calls me back,
Whenever I step to happiness,
I'm trying to show them what they lack,
And I'll fall when all is done, from weariness.
I will visit the forests and its dark green trees -
I'll ride the open lees.
I will dance by fires and I'll be
Where all would have been lost if it weren't for me.



              From: 
                    Flowers at the Shwe Dagon        






              Copyright ©: 
                    Mandy Moe Pwint Tu        


"
Rain,"
Seeping through the branches a drop slithers and falls,
Free falling; the sky burns and squalls.
It collides with the green leaf and imprints on the ground,
And the smell of the rain hits you harder than the loudest sound.
Countless memories run through the spine to your brain,
Shaking every little piece of you in remembrance.
Whatever it may be, the recollections be good or bad,
The rain copes to upsurge your deepest secrets.
The water bleeds from the top soil to the profound roots,
Does the rain reminds you something old or something new?
The greens applause when the rain touches their body,
Knowing the thirst is over and resuscitation it is.
Too much of something is never good- knows the flood;
Destroying possessions human earned by burning their blood.
Too little of something is neither good- knows the drought;
Not letting the foliage and green bud to sprout.
Drops keep falling until the rivers and seas satiate,
We sit and watch the phenomenon and appreciate-
Its beauty but soon it will be gone; it will slip away,
But another tomorrow the rain will pour again anyway."
Rainbow Hues,"
Crumbled pieces undefined
A splash of colour invisible
Moods of loss and memories destined
Its a rainbow, Its a rainbow
Flowing fabrics woven with words
Wind takes over the game
Oh so beautiful the ugly mind of mine
Its a rainbow, Its a rainbow
Lost in the miseries of the time
Blinded by the passion of the rhyme
Pick up a random lingering thought
Its a rainbow, Its a rainbow
Chuckled at the thought of life
Its a dilemma of the knife
cut or chop, self or memories
Its a rainbow, Its a rainbow
Its a rainbow, black and white
Its a rainbow, invisible light
Its a rainbow so far so near
Its a rainbow, why fear?



              From: 
                    Suchi Gaur        






              Copyright ©: 
                    Suchi Gaur         


"
Red Blue Green,"
Red, blue, green
and gray;
hot, sad, spring,
winter day."
Red Planet Haiku,"
Hostile Red planet
What secrets do you conceal?
Can we learn from you?
Beautiful red sphere
We know there are no Martians
Secrets await still.



              From: 
                    Thomas J Camp        






              Copyright ©: 
                    Thomas J Camp All rights reserved 2015        


"
Reverence,"
Mother! All alone at home, estranged and uncherished,
Forgetful of her love and prayers is her family, causing a conscience anguished;
Comfortably buried are her pursuits to raise and nurture them into the accomplished and established.
Here she is, still silently enduring... with utterly no rebuke
An unwitting husband and discourteous children,
So is our exploits towards Mother Nature - I pray that she summon up the strength to survive the nuke.
Pardon us dear Mother Earth
For calls to preserve you are much underrepresented,
For being unmindful of you, as we are to the real living God -
Our very own Mother whose silent weep is often unattended."
Rhapsody In Pine,"
Rustic curtains bestir back and forth
Panting wind blusters through the open cobwebbed casement
I breathe deep the air sweet
Sylvan pine trees idyllic stir but do not budge
Cool gales bristle through the pines harmoniously in symphony and rhapsody
Composing resonance through its forested ceiling
Rain, soft, falling from above
Makes its journey from pillowed thunderheads above
Trickling off the roof, puddles in soliloquy convey natures speak 
Overhead nature clashes distant in the atmosphere
God Almighty’s footsteps reverberate
Thundering behind majestic granite peaks
From far away awakens me slightly
Traversing between drowsy velveteen thoughts
Reality peeks in and goes, eyelids open slight then close
Heed the fire crackling feigning its last breath
Puffing and heaving its last hint of heat
Shall I rise to stoke these dying flames beckoning?
To feed its hunger for my warmth
Bemoaning to stir myself, yet though, I shall let it slumber, like me



              Copyright ©: 
                    Wandering Satellite Publishing 2012        


"
Richard Feynman's Woodpecker,"
Under a cloudy sky
A hammering woodpecker
Drilled and drummed
On a tree branch
With her chisel-like bill tip.
Then a physicist stepped out
Of his house into the haze
Billowing over the street.
He scratched his bald head
And brooded and pondered
Contemplated and thought
Of the opaque secret of light.
Well, he said, nowadays
Of course we already know
That light can be
 Both a particle and a wave,
 A stream of arcane photons
Or a recondite river of rays:
Electromagnetic radiation.
But I still
do not understand it,
He muttered,
for this whole damned thing
remains elusive and mysterious.
The problem is, he said,
That while sound waves
Propagate through the air
And surface waves in lakes
Or oceans travel in water,
Light can traverse through
Intergalactic nothing
Moving In straight lines
In the vacuum
Of empty space
Without a medium
As electromagnetic waves.
Now, how does this
Silly light do it?
How can it propagate
Without a medium?
And how does it know
Which way is straight?
And why is it a constant?
He asked, and nothing
Can travel faster
Than the speed of light,
That is to say almost
300,000 km per second.
And he suddenly
Remembered that once
Richard Feynman said:
Physicists do not
Really understand physics,
They just get used to it.
And so the physicist just kept
Wondering and scratching
His bald head
Under a cloudy sky.
A dense gray mist
Billowed then over the street
And a hammering woodpecker
Drilled and drummed
On a tree branch
With her chisel-like bill tip.



              Copyright ©: 
                    2012, Paul Hartal        


"
"run home, run home butterfly","
run home
run home
butterfly;
run run
fly fly fly
there’s rain and hail
and the wind blows wild;
what are you doing
flitting idly by?
run home
run home
butterfly;
run run
fly fly fly
duck for cover
excuse the expression;
hide under a tree
or go sleep under the leaves;
have you no sense
of impeding danger?
Oh run home
run home
butterfly;
run run
fly fly fly
the wind blows hard
and you’re being blown around;
what happens if
a tiny hail stone
swings a hole in a wing?
or worse,
oh fragile beauty,
I don’t want to be here to see
a hail stone the size of a child’s fist
land smack on your gentle head
so run home
run home
you silly
playful butterfly;
run run run
fly fly fly



              Copyright ©: 
                    Raj Arumugam        


"
Rural View,"
Frogs croaked
from watery ditches
beside a lazy lane
and cows placidly grazed
in paddocks
beneath a fading sky
tinted pink.
Catatonic crows
snubbed
a cabaret of sparrows
commuting
between arthritic trees
sparsely draped
in mottled leaves.
Lengthening shadows
from the setting sun
spread across
the pale, tinted land
a rich tapestry
in hues
of purple, red and gold.
.



              From: 
                    Ken W Simpson        


"
"Salt Creek Falls, Oregon (June 19, 2009)","
Salt Creek Falls, Oregon
       (June 19, 2009)
The river’s jaw drops open here,
plunges its swollen 300-foot
tongue to smithereens of thunderous
echo, deluge exploding
deep into dark-brown granite
mottled with phosphorescent moss.
Rain sprinkles my face;
white fins of ghost clouds
slowly glide canyon rims, hover 
moist veils over the mountain shaft,
must be angels, their laughter
silencing the clock,
bringing wind that refreshes,
quenches disquiet
and says Listen to the songs of trout,
long as fir tree roots, see wider than
the rainbow in mist dispelling
dust of doubt, breathe deep as bear. 
I have lost my omnivorous tooth
of desire in a sunbeam peering
through the blue eye between clouds
where a black swift
fledged high beyond the cliff,
swerves, rises to embrace the sky.



              From: 
                    The Cape Rock (2011)        






              Copyright ©: 
                    Bruce Lader        


"
Sheep of the Big Horn,"
Come.  Go with me
don't worry
I know where
I'm going
Surely sure-footed
tall and strong
for the heights
Climb high with me
see over the rim
I live in the heights
come go with me
there are places unknown
Never seen, never shown
terrain so steep
No feet can keep
Take in the air
cold crisp
fresh and clean
Wind winding where
ever you step
ever you go
Here - there is a life to be
privileged to know
Come. Go with me.
to a higher ground



              Copyright ©: 
                    Copyright: nadyne d. claire        


"
Silent Forest ,"
Today amid the thick forest,
I am here again on the high mound,
The central seat to administer
The cattle left loose around. 
It is the same peak where we all
In the days of my childhood sat,
The reverend shepherds rested
Gossiped about the olden times
Narrated they life long experience,
And some twisted the fibers of jute
On the rotators to make cots. 
Different noises of life gurgled
From all sides around,
The goats bleated, the hounds barked,
The sheep moved lazily after being fed,
The camels ate tassels of the trees
The donkeys brayed at the noon,
The bulls fought entangling horns,
The birds chirped in the shadowy branches. 
Here are the patches where the old women
Of the village came to scythe grass green,
I see my mother too, carrying the stuffed sack,
Going back to home in the long queue. 
At noon the damsels or the elderly ladies
Of the village brought our lunch
With pickle, or onions or sugar
Home baked bread smeared with butter,
And milk in the earthen pots. 
We all excitedly waited for the moment,
Then gentle winds made us all sleepy,
We slept sweet sleep on the bare ground,
While the cattle sat, rested and chewed. 
When evening encroached, we measured
The stretched shadows with our feet
To know the time of return,
And we moved exhausted to homes
Behind the trails of surfeited lazy cattle. 
Ah! It is the same old forest
That often makes me nostalgic,
Melancholic memories begin to assemble
Forcing the tears to drop into dust. 
Sounds of life come from neither side,
The trees stood dressless like ghosts,
Or like bony skeletons that haunt in dreams,
As if flesh of nature has been eaten away
By the callous scavenger modernity. 
Now I being engrossed in the pensive mood
Hear nothing but the dirge of doleful silence
While air passes through stiff dry grass.            



              From: 
                    Muhammad Shanazar        


"
Socal Storm 2011,"
The ground exceeds saturation.
Owners drain backyard pools 
With rented pumps and hoses.
Dogs growl at raindrops.
Water spouts sighted off Newport.
Coastal roofs prepare for their beating.
Here’s the 3rd storm in a series of 4.
Huntington’s tornado lifted a houseboat.
Wind roars at the windows.
The screens rattle.
Neighborhood chimes ring like xylophones.
Palms and bamboo flutter most—
Leaves excite and shout
Like teenagers at a car wash.
Pines and oaks are mostly stoic;
Arms sway but spines remain
As true as iron.
Disneyland and Knotts threaten to close.
A plastic cup skids over asphalt.
Cats hunker down on blankets.
The mailman delivers mail fast,
Speeds the block like a demon.
The ice cream truck’s on hiatus.
It’s a good day for delivery pizza.
Sparrows dance in weeds and grass,
Rescue most of the drowning.



              From: 
                    Darcy Wright        






              Copyright ©: 
                    Kirby Wright        


"
Song,"
Oh! To be a flower
Nodding in the sun,
Bending, then upspringing
As the breezes run;
Holding up
A scent-brimmed cup,
Full of summer's fragrance to the summer sun.
Oh! To be a butterfly
Still, upon a flower,
Winking with its painted wings,
Happy in the hour.
Blossoms hold
Mines of gold
Deep within the farthest heart of each chaliced flower.
Oh! To be a cloud
Blowing through the blue,
Shadowing the mountains,
Rushing loudly through
Valleys deep
Where torrents keep
Always their plunging thunder and their misty arch of blue.
Oh! To be a wave
Splintering on the sand,
Drawing back, but leaving
Lingeringly the land.
Rainbow light
Flashes bright
Telling tales of coral caves half hid in yellow sand.
Soon they die, the flowers;
Insects live a day;
Clouds dissolve in showers;
Only waves at play
Last forever.
Shall endeavor
Make a sea of purpose mightier than we dream to-day?"
Speaking the Language of Deer,"
She heard a thumping sound behind her house,
turned on the back porch light to
a small herd of deer
startled by the suddenness of light, frozen
and indecisive as a letter of regret 
“don’t worry, it’s just me, I won’t harm you,”
she coaxed, a voice in light snowfall,
the deer, transfixed,
disbelieving in all things human
and unnatural
the darkness between, a division, an unsettling
of things beyond light and resolution,
assessing danger on the fly,
hindquarters enveloping into dark
slow as words,
determined as a Quaker weighting options
within the light, in silence
the woman in the household wondered
where they came from, which imaginary forest,
how they survived in the city
without encountering a car, how hooves
might feel on concrete after being in meadows,
why dark was a prevailing wind,
how their eyes remained after they were gone,
how her purse was genuine deerskin
how it fit everything in compartments
like she fit into apartments,
how she could still hear their refusal to stay



              From: 
                    Why Women Are A Ribbon Around A Bomb, Last Automat press, 2011        






              Copyright ©: 
                    2011, Martin Willitts Jr        


"
Stay,"
Stay,
        sighs the leaf
Stay,
         murmurs the branch
Stay,
          whispers the tree
          and learn to live like me



              Copyright ©: 
                    Julie Rutherford        


"
Strange Fruit,"
Southern trees bear a strange fruit,
Blood on the leaves and blood at the root,
Black body swinging in the Southern breeze,
Strange fruit hanging from the poplar trees.
Pastoral scene of the gallant South,
The bulging eyes and the twisted mouth,
Scent of magnolia sweet and fresh,
And the sudden smell of burning flesh!
Here is a fruit for the crows to pluck,
For the rain to gather, for the wind to suck,
For the sun to rot, for a tree to drop,
Here is a strange and bitter crop.



              Copyright ©: 
                    Abel Meeropol        


"
