title,text
The Summer Day,"
Who made the world?
Who made the swan, and the black bear?
Who made the grasshopper?
This grasshopper, I mean--
the one who has flung herself out of the grass,
the one who is eating sugar out of my hand,
who is moving her jaws back and forth instead of up and down--
who is gazing around with her enormous and complicated eyes.
Now she lifts her pale forearms and thoroughly washes her face.
Now she snaps her wings open, and floats away.
I don't know exactly what a prayer is.
I do know how to pay attention, how to fall down
into the grass, how to kneel in the grass,
how to be idle and blessed, how to stroll through the fields,
which is what I have been doing all day.
Tell me, what else should I have done?
Doesn't everything die at last, and too soon?
Tell me, what is it you plan to do
With your one wild and precious life?"
The Sun,"
Have you ever seen
anything
in your life
more wonderful 
than the way the sun,
every evening,
relaxed and easy,
floats toward the horizon 
and into the clouds or the hills,
or the rumpled sea,
and is gone--
and how it slides again 
out of the blackness,
every morning,
on the other side of the world,
like a red flower 
streaming upward on its heavenly oils,
say, on a morning in early summer,
at its perfect imperial distance--
and have you ever felt for anything
such wild love--
do you think there is anywhere, in any language,
a word billowing enough
for the pleasure 
that fills you,
as the sun
reaches out,
as it warms you 
as you stand there,
empty-handed--
or have you too
turned from this world-- 
or have you too
gone crazy
for power,
for things? "
The Swan,"
Did you too see it, drifting, all night, on the black river?
Did you see it in the morning, rising into the silvery air -
An armful of white blossoms,
A perfect commotion of silk and linen as it leaned
into the bondage of its wings; a snowbank, a bank of lilies,
Biting the air with its black beak?
Did you hear it, fluting and whistling
A shrill dark music - like the rain pelting the trees - like a waterfall
Knifing down the black ledges?
And did you see it, finally, just under the clouds -
A white cross Streaming across the sky, its feet
Like black leaves, its wings Like the stretching light of the river?
And did you feel it, in your heart, how it pertained to everything?
And have you too finally figured out what beauty is for?
And have you changed your life?"
The Truro Bear,"
There’s a bear in the Truro woods.
People have seen it - three or four,
or two, or one. I think
of the thickness of the serious woods
around the dark bowls of the Truro ponds;
I think of the blueberry fields, the blackberry tangles,
the cranberry bogs. And the sky
with its new moon, its familiar star-trails,
burns down like a brand-new heaver,
while everywhere I look on the scratchy hillsides
shadows seem to grow shoulders. Surely
a beast might be clever, be lucky, move quietly
through the woods for years, learning to stay away
from roads and houses. Common sense mutters:
it can’t be true, it must be somebody’s
runaway dog. But the seed
has been planted, and when has happiness ever
required much evidence to begin
its leaf-green breathing?"
This World,"
I would like to write a poem about the world that has in it
nothing fancy.
But it seems impossible.
Whatever the subject, the morning sun
glimmers it.
The tulip feels the heat and flaps its petals open and becomes a star.
The ants bore into the peony bud and there is a dark
pinprick well of sweetness.
As for the stones on the beach, forget it.
Each one could be set in gold.
So I tried with my eyes shut, but of course the birds
were singing.
And the aspen trees were shaking the sweetest music
out of their leaves.
And that was followed by, guess what, a momentous and
beautiful silence
as comes to all of us, in little earfuls, if we're not too
hurried to hear it.
As for spiders, how the dew hangs in their webs
even if they say nothing, or seem to say nothing.
So fancy is the world, who knows, maybe they sing.
So fancy is the world, who knows, maybe the stars sing too,
and the ants, and the peonies, and the warm stones,
so happy to be where they are, on the beach, instead of being
locked up in gold.



              From: 
                    Why I Wake Early        






              Copyright ©: 
                    Mary Oliver        


"
Toward The Space Age,"
We must begin to catch hold of everything
around us, for nobody knows what we
may need. We have to carry along
the air, even; and the weight we once
thought a burden turns out to form
the pulse of our life and the compass for our brain.
Colors balance our fears, and existence
begins to clog unless our thoughts
can occur unwatched and let a fountain of essential silliness
out through our dreams.
And oh I hope we can still arrange
for the wind to blow, and occasionally
some kind of shock to occur, like rain,
and stray adventures no one cares about --
harmless love, immoderate guffaws on corners,
families crawling around the front room growling,
being bears in the piano cave. "
Turtle,"
Now I see it--
it nudges with its bulldog head
the slippery stems of the lilies, making them tremble;
and now it noses along in the wake of the little brown teal
who is leading her soft children
from one side of the pond to the other; she keeps
close to the edge
and they follow closely, the good children--
the tender children,
the sweet children, dangling their pretty feet
into the darkness.
And now will come--I can count on it--the  murky splash,
the certain victory
of that pink and gassy mouth, and the frantic
circling of the hen while the rest of the chicks
flare away over the water and into the reeds, and my heart
will be most mournful
on their account.  But, listen,
what's important?
Nothing's important
except that the great and cruel mystery of the world,
of which this is a part,
not to be denied.  Once,
I happened to see, on a city street, in summer,
a dusty, fouled turtle plodded along--
a snapper--
broken out I suppose from some backyard cage--
and I knew what I had to do--
I looked it right in the eyes, and I caught it--
I put it, like a small mountain range,
into a knapsack, and I took it out
of the city, and I let it
down into the dark pond, into
the cool water,
and the light of the lilies,
to live. "
Two Kinds of Deliverance,"
1
Last night the geese came back,
slanting fast
from the blossom of the rising moon down
to the black pond. A muskrat
swimming in the twilight saw them and hurried
to the secret lodges to tell everyone
spring had come.
And so it had.
By morning when I went out
the last of the ice had disappeared, blackbirds
sang on the shores. Every year
the geese, returning,
do this, I don’t
know how.
2
The curtains opened and there was
an old man in a headdress of feathers,
leather leggings and a vest made
from the skin of some animal. He danced
in a kind of surly rapture, and the trees
in the fields far away
began to mutter and suck up their long roots.
Slowly they advanced until they stood
pressed to the schoolhouse windows.
3
I don’t know
lots of things but I know this: next year
when spring
flows over the starting point I’ll think I’m going to
drown in the shimmering miles of it and then
one or two birds will fly me over
the threshold.
As for the pain
of others, of course it tries to be
abstract, but then
there flares up out of a vanished wilderness, like fire,
still blistering: the wrinkled face
of an old Chippewa
smiling, hating us,
dancing for his life. "
"Walking To Oak-Head Pond, And Thinking Of The Ponds I Will Visit In The Next Days And Weeks","
What is so utterly invisible
as tomorrow?
Not love,
not the wind,
not the inside of a stone.
Not anything.
And yet, how often I'm fooled--
I'm wading along
in the sunlight--
and I'm sure I can see the fields and the ponds shining
days ahead--
I can see the light spilling
like a shower of meteors
into next week's trees,
and I plan to be there soon--
and, so far, I am
just that lucky,
my legs splashing
over the edge of darkness,
my heart on fire.
I don't know where
such certainty comes from--
the brave flesh
or the theater of the mind--
but if I had to guess
I would say that only
what the soul is supposed to be
could send us forth
with such cheer
as even the leaf must wear
as it unfurls
its fragrant body, and shines
against the hard possibility of stoppage--
which, day after day,
before such brisk, corpuscular belief,
shudders, and gives way."
What I Have Learned So Far,"
Meditation is old and honorable, so why should I
not sit, every morning of my life, on the hillside,
looking into the shining world? Because, properly
attended to, delight, as well as havoc, is suggestion.
Can one be passionate about the just, the
ideal, the sublime, and the holy, and yet commit
to no labor in its cause? I don't think so.
All summations have a beginning, all effect has a
story, all kindness begins with the sown seed.
Thought buds toward radiance. The gospel of
light is the crossroads of -- indolence, or action.
Be ignited, or be gone.



              From: 
                    New and Selected Poems        






              Copyright ©: 
                    Mary Oliver        


"
When Death Comes,"
When death comes
like the hungry bear in autumn;
when death comes and takes all the bright coins from his purse
to buy me, and snaps the purse shut;
when death comes
like the measle-pox
when death comes
like an iceberg between the shoulder blades,
I want to step through the door full of curiosity, wondering:
what is it going to be like, that cottage of darkness?
And therefore I look upon everything
as a brotherhood and a sisterhood,
and I look upon time as no more than an idea,
and I consider eternity as another possibility,
and I think of each life as a flower, as common
as a field daisy, and as singular,
and each name a comfortable music in the mouth,
tending, as all music does, toward silence,
and each body a lion of courage, and something
precious to the earth.
When it's over, I want to say all my life
I was a bride married to amazement.
I was the bridegroom, taking the world into my arms.
When it's over, I don't want to wonder
if I have made of my life something particular, and real.
I don't want to find myself sighing and frightened,
or full of argument.
I don't want to end up simply having visited this world."
"Where Does the Dance Begin, Where Does It End?","
Don't call this world adorable, or useful, that's not it.
It's frisky, and a theater for more than fair winds.
The eyelash of lightning is neither good nor evil.
The struck tree burns like a pillar of gold.
But the blue rain sinks, straight to the white
feet of the trees
whose mouths open.
Doesn't the wind, turning in circles, invent the dance?
Haven't the flowers moved, slowly, across Asia, then Europe,
until at last, now, they shine
in your own yard?
Don't call this world an explanation, or even an education.
When the Sufi poet whirled, was he looking
outward, to the mountains so solidly there
in a white-capped ring, or was he looking
to the center of everything: the seed, the egg, the idea
that was also there,
beautiful as a thumb
curved and touching the finger, tenderly,
little love-ring,
as he whirled,
oh jug of breath,
in the garden of dust?



              From: 
                    Why I Wake Early        






              Copyright ©: 
                    Mary Oliver        


"
White Night,"
All night
I float
in the shallow ponds
while the moon wanders
burning,
bone white,
among the milky stems.
Once
I saw her hand reach
to touch the muskrat’s
small sleek head
and it was lovely, oh,
I don’t want to argue anymore
about all the things
I thought I could not
live without! Soon
the muskrat
will glide with another
into their castle
of weeds, morning
will rise from the east
tangled and brazen,
and before that
difficult
and beautiful
hurricane of light
I want to flow out
across the mother
of all waters,
I want to lose myself
on the black
and silky currents,
yawning,
gathering
the tall lilies
of sleep. "
Why I Wake Early,"
Bone
1.
Understand, I am always trying to figure out
what the soul is,
and where hidden,
and what shape
and so, last week,
when I found on the beach
the ear bone
of a pilot whale that may have died
hundreds of years ago, I thought
maybe I was close
to discovering something
for the ear bone
2.
is the portion that lasts longest
in any of us, man or whale; shaped
like a squat spoon
with a pink scoop where
once, in the lively swimmer's head,
it joined its two sisters
in the house of hearing,
it was only
two inches long
and thought: the soul
might be like this
so hard, so necessary
3.
yet almost nothing.
Beside me
the gray sea
was opening and shutting its wave-doors,
unfolding over and over
its time-ridiculing roar;
I looked but I couldn't see anything
through its dark-knit glare;
yet don't we all know, the golden sand
is there at the bottom,
though our eyes have never seen it,
nor can our hands ever catch it
4.
lest we would sift it down
into fractions, and facts
certainties
and what the soul is, also
I believe I will never quite know.
Though I play at the edges of knowing,
truly I know
our part is not knowing,
but looking, and touching, and loving,
which is the way I walked on,
softly,
through the pale-pink morning light.



              From: 
                    Why I Wake Early        


"
Wild Geese,"
You do not have to be good.
You do not have to walk on your knees
for a hundred miles through the desert repenting.
You only have to let the soft animal of your body
love what it loves.
Tell me about despair, yours, and I will tell you mine.
Meanwhile the world goes on.
Meanwhile the sun and the clear pebbles of the rain
are moving across the landscapes,
over the prairies and the deep trees,
the mountains and the rivers.
Meanwhile the wild geese, high in the clean blue air,
are heading home again.
Whoever you are, no matter how lonely,
the world offers itself to your imagination,
calls to you like the wild geese, harsh and exciting
over and over announcing your place
in the family of things.





              From: 
                    Dream Work        






              Copyright ©: 
                    Atlantic Monthly Press & Mary Oliver        


"
Yes! No!,"
How necessary it is to have opinions! I think the spotted trout
lilies are satisfied, standing a few inches above the earth. I
think serenity is not something you just find in the world,
like a plum tree, holding up its white petals.
The violets, along the river, are opening their blue faces, like
small dark lanterns.
The green mosses, being so many, are as good as brawny.
How important it is to walk along, not in haste but slowly,
looking at everything and calling out
Yes! No! The
swan, for all his pomp, his robes of grass and petals, wants
only to be allowed to live on the nameless pond. The catbrier
is without fault. The water thrushes, down among the sloppy
rocks, are going crazy with happiness. Imagination is better
than a sharp instrument. To pay attention, this is our endless
and proper work.



              From: 
                    White Pine: Poems and Prose Poems        






              Copyright ©: 
                    Mary Oliver        


"
